ts,domain_key,domain_name,env,metric_group,metric_name,value,unit,health_status
2025-10-27 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,221.39895710544215,minutes,green
2025-10-27 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.10829301901708,percent,green
2025-10-27 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.05756383963426,percent,green
2025-10-27 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.456171984851354,percent,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,78.94465147184269,score,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,70.32076940255857,score,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,63.891600657293175,score,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.47724538159427,score,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,75.84241337251385,score,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,38.725624465256665,percent,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,18.789628096951418,percent,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,215.48972993280518,minutes,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,91.04222728828026,percent,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.49679360035752,percent,green
2025-10-28 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,10.6610667130519,percent,green
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,76.535993515121,score,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,69.06078949584158,score,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,64.3040897147781,score,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.94925185233684,score,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.9478865355005,score,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,40.87357744497882,percent,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,16.00294810719355,percent,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,213.81340175689348,minutes,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,91.9820118463114,percent,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.82069579370926,percent,amber
2025-10-29 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.176355362611986,percent,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,74.90596237654916,score,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,67.99298715835255,score,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,65.4914784597371,score,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,86.0650058181038,score,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.43023140993608,score,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,44.36740547734042,percent,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,16.36388139559359,percent,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,214.15719727377635,minutes,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,91.75691599660983,percent,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.7974727103089,percent,amber
2025-10-30 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,12.24152638987512,percent,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,74.99195513001281,score,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,67.02471510891846,score,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,65.73210211635423,score,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.83608865519537,score,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.25756990435787,score,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,40.198216800801845,percent,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,17.96267484294115,percent,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,217.72155776384383,minutes,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,91.8468541966841,percent,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.28025252420679,percent,amber
2025-10-31 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.720616411406354,percent,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,74.54504828886343,score,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.31680528728673,score,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,64.98733334471167,score,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.50236521360034,score,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,73.72718593090197,score,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,40.321792100250825,percent,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,15.304542158714147,percent,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,202.39194951915462,minutes,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,91.04104680979204,percent,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.40739993890456,percent,amber
2025-11-01 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,12.28461100006899,percent,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,74.45747116952121,score,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.72651230911491,score,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,64.14198145580151,score,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.859708099527,score,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,73.69874068719746,score,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,42.651803394898344,percent,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,17.297358367916146,percent,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,222.19006085932793,minutes,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.38226958940938,percent,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.7158772522549,percent,amber
2025-11-02 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,12.326875023616182,percent,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,73.36640272609584,score,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.0920167052763,score,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,65.40999055892517,score,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.93853286707113,score,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,73.46327562374162,score,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,44.216860268611086,percent,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,16.983677638181575,percent,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,220.87333995923257,minutes,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.17456630914324,percent,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.73989222330601,percent,amber
2025-11-03 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.610799017711937,percent,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,74.35426456559415,score,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,65.87937430249423,score,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,66.72891611403529,score,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,86.08257588808863,score,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.06629465328601,score,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,42.83184087516626,percent,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,17.718053328422286,percent,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,216.75528671254736,minutes,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,90.70761518898367,percent,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.39564066430681,percent,amber
2025-11-04 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.824565071895673,percent,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,75.22019915777182,score,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,67.0086445811725,score,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,66.71561221529926,score,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.55920009199636,score,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.46172108751358,score,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,45.74780882132342,percent,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,16.221856903435445,percent,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,218.02671591975673,minutes,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.59238725902168,percent,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.13514975077345,percent,amber
2025-11-05 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,12.95139406849857,percent,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,75.2320202645082,score,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.8135210447728,score,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,66.55974064106586,score,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.83743163646382,score,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.46521733886155,score,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,45.084374481986984,percent,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,15.312277973519691,percent,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,214.1188137625129,minutes,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,93.67695102523295,percent,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.38698185483841,percent,amber
2025-11-06 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.12853927495895,percent,amber
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,76.51729398253275,score,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,67.49342113999592,score,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,67.69511119619722,score,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.97375773792812,score,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,75.31219879560712,score,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,45.33532552703855,percent,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,14.811873160619804,percent,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,234.19616053164924,minutes,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.36516236332956,percent,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.11968315121425,percent,green
2025-11-07 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,10.139018390087442,percent,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,77.01088946289812,score,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.83641463643745,score,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,67.03253876932855,score,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.64062853260378,score,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,75.13775912631849,score,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,45.04081727231111,percent,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,16.469991246245925,percent,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,207.9436339923137,minutes,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.03177328977992,percent,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.23938319710261,percent,green
2025-11-08 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,10.193986027005712,percent,green
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,75.91232277710117,score,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.76195223059278,score,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,66.51858940662129,score,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.4991710903688,score,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.60021407202042,score,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,48.868789346759584,percent,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,17.682773589444935,percent,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,204.51724857099632,minutes,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.02324584503916,percent,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.16308185203582,percent,amber
2025-11-09 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.792296268328377,percent,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,76.28740798766309,score,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.09182222711377,score,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,67.08127771346541,score,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.57828625167575,score,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.72978434671685,score,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,44.08405864473982,percent,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,18.155718238004386,percent,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,198.37339937279012,minutes,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.68531661172432,percent,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.42676420596912,percent,amber
2025-11-10 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.699790097707117,percent,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,75.0693331363312,score,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,65.91048340684274,score,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,66.9174136780255,score,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.59402629118263,score,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.23835258748522,score,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,40.768236314743376,percent,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,21.7260714627454,percent,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,194.24206143621203,minutes,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,90.6258626860439,percent,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.44160857101431,percent,amber
2025-11-11 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,11.900339117119616,percent,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,76.05605776756285,score,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,66.67261755725809,score,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,67.02618792188325,score,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.50637493544156,score,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.73597504833566,score,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,48.26468849831518,percent,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,20.703933875085667,percent,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,190.90903517800058,minutes,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,92.28992122751627,percent,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.4533261893316,percent,amber
2025-11-12 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,12.58591843835924,percent,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,75.92873094404227,score,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,65.38064885915367,score,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,67.0241374434779,score,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.47532845502177,score,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.42484520469655,score,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,44.421679789771744,percent,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,17.826526246835872,percent,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,194.39061201650986,minutes,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,91.8269384820361,percent,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,95.196158268868,percent,amber
2025-11-13 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,9.896833160817376,percent,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,quality_score,75.63948037745088,score,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_alignment_score,65.81807541443978,score,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,tech_debt_score,67.37279917819893,score,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,security_score,85.39973524155971,score,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,health,overall_health_score,74.46192686102549,score,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,journey_adoption_pct,45.83373841677595,percent,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,real_time_trigger_usage_pct,20.015944701148346,percent,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,median_time_to_live_minutes,203.42149834152343,minutes,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,campaign_execution_success_rate,93.57418206698247,percent,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,compliance_by_default_rate,96.48064520737253,percent,amber
2025-11-14 00:00:00+00:00,marketing_automation,Marketing Automation,prod,impact,manual_intervention_rate,12.117283617738856,percent,amber
